id,call_id,agent_analysis_id,timestamp,question_text,question_type,quality_score,why_good,why_bad,better_alternative,customer_response,created_at
06ed9004-2bcd-422e-80ad-f467d71576bb,558474e6-46db-4763-b893-49e61d3b86f7,63f38c57-4c46-4e71-a928-5ff81aae3af4,0:00,"Hi, is this Jennifer?",closed,5,It confirms the identity of the person on the call.,It's a basic introduction question with limited engagement potential.,"Hi Jennifer, how are you doing today?",,2026-02-02 20:20:03.631061+00
124ce621-dfb1-4796-b820-41a5639199b8,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,0:34,That sounds frustrating. How is this impacting your business operations?,open_ended,9,Strong business impact question that helps quantify value and builds urgency,,,,2026-02-02 20:16:33.019732+00
1506b2db-aed2-44b9-8768-2892c90ac66b,558474e6-46db-4763-b893-49e61d3b86f7,63f38c57-4c46-4e71-a928-5ff81aae3af4,0:03,Do you have a few minutes?,closed,6,It respects the prospect's time and seeks permission to continue.,It could be more engaging by inviting a conversation rather than just checking availability.,Is now a good time for us to discuss how our marketing automation software can benefit your business?,,2026-02-02 20:20:03.631061+00
16749929-6bf4-4357-a3df-f7d665d06443,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,0:54,"Wow, that is significant. At an average finance salary, that is costing you thousands in labor alone. What would it mean for your business if you could automate that entirely?",open_ended,9,Strong business impact question that helps quantify value and builds urgency,,,,2026-02-02 20:16:31.562984+00
1c43ff9b-0d90-41fb-8e98-03cd291afe30,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,0:54,How many users are you supporting currently?,closed,5,It gathers specific data that can help tailor the solution.,It's a closed question that limits the prospect's response to a simple number.,Can you describe how your user base has grown and how that affects your infrastructure needs?,,2026-02-02 20:20:54.635318+00
1cdcb3c6-9c1a-4409-a21d-45112b886715,558474e6-46db-4763-b893-49e61d3b86f7,63f38c57-4c46-4e71-a928-5ff81aae3af4,1:03,"Okay, when would be a better time?",closed,5,It seeks to schedule a follow-up.,It doesn't provide context or encourage a discussion about the prospect's needs.,What does your schedule look like for a follow-up conversation?,,2026-02-02 20:20:03.631061+00
3a92343f-3445-4348-9ed6-abf959f3c858,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,0:46,I see. What solutions have you explored so far?,open_ended,7,Open-ended question encourages customer to share detailed information,,,,2026-02-02 20:16:33.019732+00
3abc5b5d-e54d-444c-8e97-cd362944cdb7,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,2:39,Would it make sense to schedule a technical walkthrough with your CFO and finance team next week?,closed,5,It attempts to move the conversation towards the next step in the sales process.,"It can be answered with a simple yes or no, which doesn't encourage further discussion.",What steps do you think are necessary before scheduling a technical walkthrough with your CFO and finance team?,,2026-02-02 20:19:33.223169+00
3c43a281-9307-41f1-b951-a7cf33618458,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,0:10,"Excellent! Before I dive into our solution, can you walk me through your current accounting workflow and what is working well versus what is not?",open_ended,7,Open-ended question encourages customer to share detailed information,,,,2026-02-02 20:16:31.562984+00
3d0915e0-7adb-4d2d-89e5-873c3c26047b,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,1:10,What is your timeline for making a decision?,open_ended,7,It helps gauge the urgency and timeframe for the prospect's decision-making process.,,,,2026-02-02 20:20:54.635318+00
429233e7-9185-427f-8a1a-40b33ec71868,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,2:22,What is your ideal go-live date?,open_ended,8,"Encourages the prospect to think about timelines, which is crucial for planning and commitment.",,,,2026-02-02 20:19:33.223169+00
46a33f97-ad2c-41d6-8d3a-12eb75288bd1,558474e6-46db-4763-b893-49e61d3b86f7,,0:34,"Um, well, it has AI-powered recommendations and stuff. Do you like our product?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Instead of a yes/no question, try: ""Tell me about your current situation with [topic]"" or ""What challenges are you facing with [topic]?""",,2026-02-02 20:16:32.28071+00
527ca4ad-d842-4f0e-b24d-fd96238c1b75,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,1:47,"I totally understand budget concerns. Let me ask you this - you mentioned 50 hours per month on manual work. If we could save you that time, what is that worth to your organization?",open_ended,7,Open-ended question encourages customer to share detailed information,,,,2026-02-02 20:16:31.562984+00
564322b3-0c50-424b-8252-aaecbcf59b18,558474e6-46db-4763-b893-49e61d3b86f7,63f38c57-4c46-4e71-a928-5ff81aae3af4,0:34,Do you like our product?,closed,4,It seeks feedback on the product.,It is too simplistic and doesn't encourage a detailed response.,What features of our product do you find most appealing?,,2026-02-02 20:20:03.631061+00
596f5b9b-c3b5-41c0-a06c-797facfd0cd0,558474e6-46db-4763-b893-49e61d3b86f7,,0:00,"Hi, is this Jennifer?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"After confirming identity, immediately transition to: ""Thanks for taking my call. What prompted you to [download our content/schedule this call]?""",,2026-02-02 20:16:32.28071+00
59a0a404-e59e-457f-b547-f4cf5eb39c7f,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,0:29,I see. Tell me more about the multi-currency challenges. How many currencies do you deal with?,open_ended,9,Excellent discovery question that uncovers customer pain points and encourages detailed response,,,,2026-02-02 20:16:31.562984+00
5c13f0fa-8a59-46a8-9567-03f944f3d353,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,2:05,Does that change the equation?,closed,4,It seeks to gauge the prospect's reaction to the proposed savings.,Limits the response to a simple affirmation or negation.,How does this potential saving align with your current budget priorities?,,2026-02-02 20:19:33.223169+00
6650a821-b483-4e25-9d31-2f37d5ee9205,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,1:10,What specific reports do you need?,open_ended,8,"Targets a specific area of interest, allowing the prospect to express their reporting needs.",,,,2026-02-02 20:19:33.223169+00
668895d4-276d-433b-b1cd-950330b61829,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,0:23,I understand. Can you tell me more about what specific bottlenecks you are seeing?,open_ended,7,Open-ended question encourages customer to share detailed information,,,,2026-02-02 20:16:33.019732+00
69fa10a7-9597-49ca-93e0-5e9f441f3071,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,2:02,Excellent. Would it make sense to schedule a technical demo with your engineering team next week?,closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:33.019732+00
6ad9482f-f265-4ecc-834c-1fcb69b88ecf,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,1:33,What are you currently spending on infrastructure and DevOps combined?,open_ended,6,"It prompts the prospect to consider their current expenditures, which is relevant to the sales conversation.",,,,2026-02-02 20:20:54.635318+00
6b43f353-ff07-4d7d-b3d6-1b6b7bd2d8f2,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,1:47,"If we could save you that time, what is that worth to your organization?",open_ended,9,"Prompts the prospect to consider the financial implications of the solution, which can lead to a stronger justification for investment.",,,,2026-02-02 20:19:33.223169+00
6b4f6827-7851-4354-aaf0-2077ab40199c,558474e6-46db-4763-b893-49e61d3b86f7,,1:11,Alright. Should I follow up next month?,closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:32.28071+00
6cd37872-73ce-4071-9641-023d7029c72d,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,0:06,What challenges are you currently facing with your infrastructure?,open_ended,9,"It encourages the prospect to share detailed information about their current issues, which is essential for understanding their needs.",,,,2026-02-02 20:20:54.635318+00
6e8ba7d2-be46-49ec-83e8-07703bfed2b4,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,0:46,What solutions have you explored so far?,open_ended,7,"This question allows the prospect to share their previous experiences and current options, providing insight into their decision-making process.",,,,2026-02-02 20:20:54.635318+00
6ef03387-38a9-45d6-85d4-ed8af6accc7f,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,0:10,"Before I dive into our solution, can you walk me through your current accounting workflow and what is working well versus what is not?",open_ended,9,"Encourages the prospect to share detailed insights about their current processes, allowing for a better understanding of their needs.",,,,2026-02-02 20:19:33.223169+00
74e55e7b-22c0-4884-8e17-69152c6983de,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,0:23,Can you tell me more about what specific bottlenecks you are seeing?,probing,8,"This question digs deeper into the initial response, prompting the prospect to elaborate on their challenges.",,,,2026-02-02 20:20:54.635318+00
769c427f-ddfd-419f-bc38-95a59db64661,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,2:05,"Exactly. Our platform for a company your size would be around $1,200 per month. So you would actually save $1,800 per month while getting better insights. Does that change the equation?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:31.562984+00
78cd5e1d-c4e7-4371-9abb-f2c0cb218a8a,558474e6-46db-4763-b893-49e61d3b86f7,,0:03,This is Tom from MarketPro. I wanted to talk to you about our marketing automation software. Do you have a few minutes?,closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Instead of a yes/no question, try: ""Tell me about your current situation with [topic]"" or ""What challenges are you facing with [topic]?""",,2026-02-02 20:16:32.28071+00
7fd636dc-5f5d-4637-99b1-d8f9c0b88e94,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,1:10,Exactly. Our platform handles multi-currency automatically with real-time exchange rates. You mentioned real-time reporting - what specific reports do you need?,open_ended,7,Open-ended question encourages customer to share detailed information,,,,2026-02-02 20:16:31.562984+00
90ae16f4-429d-42fc-a64f-19a0ed6afe68,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,1:47,"Our solution would be around $12,000 per month for your scale, and that includes 24/7 support and automatic scaling. Plus, your DevOps team can focus on higher-value work. Does that help clarify the value?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:33.019732+00
929ce65b-eb3a-4ab6-943f-d1f8f49a7c7e,558474e6-46db-4763-b893-49e61d3b86f7,,0:54,"Because it is better? I mean, it has more features.",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:32.28071+00
a10d9241-5eda-4e2a-836f-2081f4f27974,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,0:54,That makes sense. Our platform is designed specifically for companies in your situation. We handle all the infrastructure complexity while you focus on your application. How many users are you supporting currently?,open_ended,8,Good situational question that establishes current state and context,,,,2026-02-02 20:16:33.019732+00
a299f0e6-5958-46e9-9bf8-a5d07f6e5e27,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,1:20,What is the actual cost?,closed,4,It addresses a common concern regarding pricing.,It is a closed question that does not encourage further discussion about budget or value.,How do you typically evaluate the cost versus value of solutions like ours?,,2026-02-02 20:20:54.635318+00
a52c8280-faa5-4f5b-8ed2-108e7224690b,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,0:29,Tell me more about the multi-currency challenges. How many currencies do you deal with?,probing,8,"This question digs deeper into a specific pain point, prompting the prospect to elaborate on their challenges.",,What specific difficulties do you encounter with managing multiple currencies?,,2026-02-02 20:19:33.223169+00
a8e26293-6a00-4761-8c50-7bc60bc73af4,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,0:43,How much time is your finance team spending on manual currency reconciliation each month?,closed,6,It seeks quantifiable data that can help in understanding the extent of the problem.,"It can be answered with a simple number, limiting the depth of the response.",Can you describe the impact of manual currency reconciliation on your team's productivity?,,2026-02-02 20:19:33.223169+00
aa808926-1014-47fa-9ddf-fca3228f35a2,558474e6-46db-4763-b893-49e61d3b86f7,,1:03,"Okay, when would be a better time?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:32.28071+00
af21bcc0-d017-4b2f-8820-0b8cd7594163,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,2:22,"Great question. For a company your size, implementation typically takes 2-3 weeks. We handle the data migration and provide training for your team. What is your ideal go-live date?",open_ended,7,Open-ended question encourages customer to share detailed information,,,,2026-02-02 20:16:31.562984+00
b37ab14f-a967-47b8-bb47-74e6e4f91a8c,558474e6-46db-4763-b893-49e61d3b86f7,63f38c57-4c46-4e71-a928-5ff81aae3af4,0:54,"Because it is better? I mean, it has more features.",leading,2,It attempts to highlight product advantages.,It leads the prospect to a specific answer and lacks clarity.,What specific features are you looking for in a marketing automation tool?,,2026-02-02 20:20:03.631061+00
be36fa93-ccc3-4de1-a3d7-9a37ac60ace0,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,0:34,How is this impacting your business operations?,probing,8,"It connects the challenges to the broader implications for the business, helping to quantify the urgency of the need.",,,,2026-02-02 20:20:54.635318+00
bef52144-c32c-4c70-b05e-ebbbbb110450,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,1:29,Would that be valuable?,closed,5,"It checks for interest in a feature, but it limits the response to a yes/no answer.",Does not encourage elaboration or detailed feedback.,How do you see automated alerts impacting your cash flow management?,,2026-02-02 20:19:33.223169+00
c0d4c0f7-3096-4833-bc01-3cc4d78481ec,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,2:02,Would it make sense to schedule a technical demo with your engineering team next week?,closed,5,It directly proposes a next step in the sales process.,It limits the prospect's response options and could be more engaging.,How does your team typically like to engage with potential solutions? Would a technical demo be beneficial?,,2026-02-02 20:20:54.635318+00
c673719c-6b9b-46aa-9b90-6910279ea86b,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,0:00,"Good morning, this is Sarah Johnson from TechSolutions. Am I speaking with Michael Chen?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"After confirming identity, immediately transition to: ""Thanks for taking my call. What prompted you to [download our content/schedule this call]?""",,2026-02-02 20:16:33.019732+00
c6f520ca-74f5-4cc1-838b-4110196ffaf5,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,0:06,"Great! Thanks for taking my call, Michael. I see you recently downloaded our whitepaper on cloud migration strategies. What challenges are you currently facing with your infrastructure?",open_ended,9,Excellent discovery question that uncovers customer pain points and encourages detailed response,,,,2026-02-02 20:16:33.019732+00
c75bb1b5-f693-4919-a926-106aa3812e58,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,229731b2-2310-4bfd-abfb-1e2c1336da1e,1:47,Does that help clarify the value?,clarifying,6,It checks for understanding and ensures the prospect is following the value proposition.,It could be more engaging by inviting the prospect to share their thoughts.,What are your thoughts on how this solution aligns with your needs?,,2026-02-02 20:20:54.635318+00
cb6b62a1-08b5-4a64-9076-da8ae449c5bf,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,1:10,Impressive growth! Our platform scales automatically to handle that kind of growth. What is your timeline for making a decision?,open_ended,7,Open-ended question encourages customer to share detailed information,,,,2026-02-02 20:16:33.019732+00
d5bd28cc-f901-4cac-934f-78bccf13a1f6,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,1:20,"Perfect. Let me show you how we can help. But first, this seems expensive compared to what we are currently paying. What is the actual cost?",open_ended,8,Good situational question that establishes current state and context,,,,2026-02-02 20:16:33.019732+00
d7a1bc92-725f-4a9e-8122-23feb6750858,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,2:39,"Perfect, that gives us plenty of time. Would it make sense to schedule a technical walkthrough with your CFO and finance team next week?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:31.562984+00
d916ddd4-1faa-4fc0-8641-27c3fb0636cc,0059c4f3-c10a-40e6-88f2-2bf05cd12731,2a0c13d9-981c-4d9a-a8a3-4346fbdf7418,0:54,What would it mean for your business if you could automate that entirely?,open_ended,9,"Encourages the prospect to envision the benefits of the solution, fostering engagement and emotional connection.",,,,2026-02-02 20:19:33.223169+00
dd7c4ea9-5822-402f-9c71-bfa9a5732c40,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,1:29,"Got it. With FinanceHub, all of those reports are available in real-time, 24/7. You can even set up automated alerts when cash flow drops below certain thresholds. Would that be valuable?",closed,3,,Closed yes/no question limits customer response and misses opportunity for discovery,"Rephrase as an open-ended question starting with ""What"", ""How"", or ""Tell me about""",,2026-02-02 20:16:31.562984+00
e6c683f2-d72f-4348-92cb-f65a9549699d,db08c1e9-e68a-4cea-b9c1-efe1c7ba012a,,1:33,"Great question. While our base price might seem higher, most of our customers actually save money because we eliminate the need for dedicated DevOps staff. What are you currently spending on infrastructure and DevOps combined?",open_ended,8,Good situational question that establishes current state and context,,,,2026-02-02 20:16:33.019732+00
fa8e91dd-c74a-4684-812f-75e3b846cf44,558474e6-46db-4763-b893-49e61d3b86f7,63f38c57-4c46-4e71-a928-5ff81aae3af4,1:11,Should I follow up next month?,closed,4,It shows intent to follow up.,It is too direct and does not explore the prospect's preferences for follow-up.,When would be the most convenient time for you to reconnect?,,2026-02-02 20:20:03.631061+00
fb8980d4-6e26-48cb-a1b1-131717c27e48,0059c4f3-c10a-40e6-88f2-2bf05cd12731,,0:43,That sounds really painful. How much time is your finance team spending on manual currency reconciliation each month?,open_ended,9,Excellent discovery question that uncovers customer pain points and encourages detailed response,,,,2026-02-02 20:16:31.562984+00